player_name,club_name,position_name,now_cost,total_points,event_points,points_per_game,selected_by_percent,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,form,dreamteam_count,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,cost_change_start,cost_change_start_fall,cost_change_event,cost_change_event_fall,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution,defensive_contribution_per_90,news,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
Dominik Szoboszlai,Liverpool,MID,6.5,4,2,2.0,1.8,0,0,180,0,4,0,0,0,0,0,0,0,23.6,32.2,26.0,8.2,2.0,0,0.3,0.6,18527,57062,10363,22067,0.0,0.0,0.0,0.0,0.1,0.1,0.2,2.63,2,5,6,9,20,10.0,,147,54,56,43,54,31,80,51,5.0,,2.0,,,,0.05,0.0,0.05,0.1,1.32,2.0,57,40,186,94,198,101,137,42,1.0,0.0
Florian Wirtz,Liverpool,MID,8.4,4,2,2.0,23.4,0,0,160,0,3,0,0,0,0,0,0,0,13.8,55.2,31.0,10.0,2.0,0,0.2,0.5,112201,1015078,65561,442344,-0.1,0.1,-0.1,0.1,0.19,0.38,0.56,2.48,2,3,1,8,12,6.75,,199,84,21,19,48,28,52,36,1.0,,,,,,0.11,0.0,0.21,0.32,1.4,1.69,12,7,192,99,204,106,16,5,1.12,0.0
Tanaka Tanaka,Leeds,MID,5.0,4,1,2.0,0.2,0,0,147,1,4,0,0,0,0,0,0,0,2.2,27.6,9.0,3.9,2.0,0,0.4,0.8,3621,8909,754,5716,0.0,0.0,0.0,0.0,0.09,0.03,0.12,2.4,2,0,1,8,9,5.51,Knee injury - Expected back 13 Aug,304,150,72,52,154,92,178,90,,,,,,,0.06,0.0,0.02,0.08,1.47,2.45,274,173,167,79,178,85,355,123,1.22,0.61
Sander Berge,Fulham,MID,5.0,4,2,2.0,0.1,0,0,155,0,2,0,0,0,0,0,0,0,8.6,5.5,2.0,1.6,2.0,0,0.4,0.8,440,1361,209,539,0.0,0.0,0.0,0.0,0.0,0.05,0.05,2.68,2,1,3,1,5,2.9,,237,109,203,121,244,137,272,137,,,,,,,0.0,0.0,0.03,0.03,1.56,1.16,254,160,164,76,174,81,536,195,1.16,0.0
Kenny Tete,Fulham,DEF,4.5,4,2,2.0,0.2,0,0,180,0,2,0,0,0,0,0,0,0,30.6,19.4,10.0,6.0,2.0,0,0.4,0.9,3519,3488,2221,1536,0.0,0.0,0.0,0.0,0.0,0.38,0.38,3.11,2,6,5,8,11,5.5,,115,51,97,23,144,29,109,30,,,,,,,0.0,0.0,0.19,0.19,1.56,1.0,393,82,157,59,164,61,388,141,1.0,0.0
Mitoma Mitoma,Brighton,MID,6.4,4,2,2.0,5.3,0,0,172,1,2,0,0,0,0,1,0,0,12.0,45.2,18.0,7.1,2.0,0,0.3,0.6,31342,201620,10119,88301,-0.1,0.1,-0.1,0.1,0.22,0.13,0.35,2.12,2,1,0,4,5,2.62,,211,92,31,27,96,63,96,59,,,,,,,0.12,0.0,0.07,0.19,1.11,1.05,72,51,183,92,195,99,75,25,1.05,0.52
Josh King,Fulham,MID,4.5,4,2,2.0,1.3,0,0,146,0,2,0,0,0,0,0,0,0,17.4,15.3,50.0,8.2,2.0,0,0.4,0.9,79294,39495,33319,18523,0.0,0.0,0.0,0.0,0.35,0.14,0.49,2.59,2,4,0,7,11,6.78,,175,71,125,79,22,11,76,48,,,,,,,0.22,0.0,0.09,0.31,1.6,1.23,533,296,160,74,168,78,169,56,1.23,0.0
Noni Madueke,Arsenal,MID,7.0,4,3,2.0,0.9,0,0,93,1,0,0,0,0,0,0,0,0,7.2,37.6,12.0,5.7,2.0,0,0.3,0.6,11064,32851,7640,13012,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.99,1,0,0,3,3,2.9,,246,116,44,36,133,83,121,66,,,,,,,0.0,0.0,0.11,0.11,0.96,0.0,36,23,187,95,199,102,188,63,0.97,0.97
Lesley Ugochukwu,Burnley,MID,5.0,4,3,2.0,0.0,0,0,95,1,1,0,0,0,0,0,0,0,7.8,17.0,6.0,2.9,2.0,0,0.4,0.8,491,1124,206,466,0.0,0.0,0.0,0.0,0.07,0.02,0.09,1.52,1,2,1,2,5,4.74,,240,111,107,72,191,106,234,115,,,,,,,0.07,0.0,0.02,0.09,1.44,0.95,310,195,172,82,183,88,582,230,0.95,0.95
Lyle Foster,Burnley,FWD,5.0,4,2,2.0,0.6,0,0,158,1,3,0,0,0,0,0,0,0,6.6,26.3,14.0,4.7,2.0,0,0.4,0.8,32799,20737,10206,10611,0.0,0.0,0.0,0.0,0.22,0.05,0.27,2.75,2,2,2,4,8,4.56,,250,19,75,5,118,26,159,21,,,,,,,0.13,0.0,0.03,0.16,1.57,1.71,282,48,168,13,179,13,236,40,1.14,0.57
Hamed H.Traorè,Bournemouth,MID,4.5,4,0,4.0,1.3,0,1,16,0,2,0,0,0,0,0,0,0,21.2,10.0,0.0,3.1,2.0,0,0.4,0.9,104992,42298,24051,22386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,1,1,2,4,22.5,,158,62,173,108,446,159,225,111,,,,,,,0.0,0.0,0.0,0.0,2.25,11.25,431,239,158,73,89,34,167,55,0.0,0.0
Jordan Henderson,Brentford,MID,5.0,4,3,2.0,0.3,0,0,89,1,0,0,0,0,0,0,0,0,9.8,3.4,5.0,1.8,2.0,0,0.4,0.8,3440,7398,1898,2838,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.88,1,2,3,7,12,12.13,,226,103,226,132,200,114,266,131,,,,,,,0.03,0.0,0.0,0.03,0.89,0.0,221,142,162,75,170,79,326,108,1.01,1.01
Ollie Watkins,Aston Villa,FWD,9.0,4,2,2.0,21.1,0,0,180,1,1,0,0,0,0,0,0,0,12.4,26.3,49.0,8.8,2.0,0,0.2,0.4,193543,677233,50538,394629,0.0,0.0,0.0,0.0,0.49,0.09,0.58,2.64,2,1,2,6,9,4.5,,208,16,76,6,24,10,69,12,,,,,3.0,,0.24,0.0,0.04,0.28,1.32,0.5,7,3,194,16,206,16,19,6,1.0,0.5
Alex Scott,Bournemouth,MID,5.0,4,2,2.0,0.1,0,0,138,1,2,0,0,0,0,1,0,0,9.4,16.0,7.0,3.2,2.0,0,0.4,0.8,1866,2395,575,1120,0.0,0.0,0.0,0.0,0.05,0.03,0.08,2.22,2,3,3,3,9,5.87,,230,104,116,75,177,101,219,106,,,5.0,,,,0.03,0.0,0.02,0.05,1.45,1.3,309,194,171,81,182,87,494,169,1.3,0.65
Max Dowman,Arsenal,MID,4.5,4,4,4.0,0.2,0,1,26,0,0,0,0,0,0,0,0,0,1.0,0.5,15.0,1.7,4.0,0,0.9,0.9,20743,4790,20743,4790,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.0,0,2,0,1,3,10.38,,322,158,298,159,110,71,271,136,,,,,,,0.28,0.0,0.07,0.35,0.0,0.0,555,310,84,29,92,35,347,120,0.0,0.0
Kevin Schade,Brentford,MID,7.0,4,3,2.0,0.3,0,0,123,1,0,0,0,0,0,0,0,0,21.0,18.2,15.0,5.5,2.0,0,0.3,0.6,7228,8760,5180,3393,0.0,0.0,0.0,0.0,0.1,0.06,0.16,1.32,1,4,5,8,17,12.44,,159,63,104,70,114,74,132,69,,,,,,,0.07,0.0,0.04,0.11,0.97,0.0,40,26,188,96,200,103,298,96,0.73,0.73
Jacob Bruun Larsen,Burnley,MID,5.5,4,3,2.0,0.0,0,0,95,1,1,0,0,0,0,0,0,0,3.6,2.5,12.0,1.6,2.0,0,0.4,0.7,472,1344,203,465,0.0,0.0,0.0,0.0,0.02,0.02,0.04,1.52,1,0,2,4,6,5.68,,291,143,237,139,129,79,273,138,,,,,2.0,,0.02,0.0,0.02,0.04,1.44,0.95,135,84,174,84,186,91,602,244,0.95,0.95
Murillo Murillo,Nott'm Forest,DEF,5.5,3,1,1.5,6.3,0,0,180,0,2,0,0,0,0,1,0,0,26.2,6.9,0.0,3.3,1.5,0,0.3,0.5,44200,84663,21319,40537,0.0,0.0,0.0,0.0,0.0,0.18,0.18,2.6,2,2,9,11,11,5.5,,133,58,194,55,681,232,216,73,,,3.0,,,,0.0,0.0,0.09,0.09,1.3,1.0,183,24,218,72,227,75,66,24,1.0,0.0
Francisco Evanilson Evanilson,Bournemouth,FWD,7.0,3,2,1.5,2.1,0,0,177,1,4,0,0,0,0,1,0,0,6.4,46.1,21.0,7.2,1.5,0,0.2,0.4,103721,85251,10312,48521,0.0,0.0,0.0,0.0,0.29,0.02,0.31,2.62,2,0,3,3,6,3.05,,251,20,29,2,80,22,91,13,,,,,2.0,,0.15,0.0,0.01,0.16,1.33,2.03,37,14,224,22,233,22,121,21,1.02,0.51
Mathias Jensen,Brentford,MID,5.0,3,1,1.5,0.1,0,0,79,0,3,0,0,0,0,0,0,0,12.4,25.7,8.0,4.6,1.5,0,0.3,0.6,889,2248,277,1056,0.0,0.0,0.0,0.0,0.13,0.04,0.17,2.1,1,3,3,2,8,9.11,,207,90,77,53,162,95,161,82,3.0,,,,,,0.15,0.0,0.05,0.2,2.39,3.42,255,161,208,105,218,111,511,179,1.14,0.0
Curtis C.Jones,Liverpool,MID,5.4,3,2,1.5,0.1,0,0,108,0,3,0,0,0,0,0,0,0,15.6,18.7,0.0,3.4,1.5,0,0.3,0.6,1498,4210,1042,1500,-0.1,0.1,-0.1,0.1,0.0,0.06,0.06,1.14,1,4,0,7,11,9.17,,185,77,101,67,642,282,212,103,,,,,,,0.0,0.0,0.05,0.05,0.95,2.5,193,125,214,109,223,114,486,166,0.83,0.0
Archie Gray,Spurs,MID,5.0,3,0,3.0,0.1,0,0,70,1,0,0,0,0,0,0,0,0,3.6,3.0,2.0,0.9,1.5,0,0.3,0.6,1418,4217,419,2118,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.89,1,1,2,5,8,10.29,,289,142,234,136,249,141,298,152,,,,,,,0.0,0.0,0.06,0.06,1.14,0.0,316,200,213,108,130,53,447,150,1.29,1.29
Cole Palmer,Chelsea,MID,10.5,3,0,3.0,43.4,0,0,90,1,0,0,0,0,0,0,0,0,4.8,16.9,23.0,4.5,1.5,0,0.1,0.3,142396,1771921,28159,1411670,0.0,0.0,0.0,0.0,0.17,0.03,0.2,0.66,1,1,0,4,5,5.0,Groin Injury - 75% chance of playing,272,130,108,73,66,37,165,85,5.0,,1.0,,1.0,,0.17,0.0,0.03,0.2,0.66,0.0,3,2,227,114,138,57,3,2,1.0,1.0
Liam Delap,Chelsea,FWD,6.4,3,2,1.5,3.0,0,0,78,0,1,0,0,0,0,0,0,0,8.0,3.5,38.0,5.0,1.5,0,0.2,0.5,30298,141473,12422,68624,-0.1,0.1,-0.1,0.1,0.14,0.03,0.17,0.23,1,0,1,3,4,4.62,,239,18,224,22,38,15,151,20,,,,,,,0.16,0.0,0.03,0.19,0.27,1.15,73,22,223,21,232,21,97,15,1.15,0.0
Malo Gusto,Chelsea,DEF,5.0,3,2,1.5,1.5,0,0,79,0,1,0,0,0,0,0,0,0,9.0,4.0,1.0,1.4,1.5,0,0.3,0.6,20447,49719,9966,19218,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.34,1,2,3,1,5,5.7,,233,89,213,62,265,84,280,93,,,,,,,0.02,0.0,0.01,0.03,0.39,1.14,299,50,211,71,221,74,151,59,1.14,0.0
Neco N.Williams,Nott'm Forest,DEF,5.0,3,2,1.5,9.1,0,0,180,0,2,0,0,0,0,1,0,0,26.8,32.3,8.0,6.7,1.5,0,0.3,0.6,60672,125428,25084,58848,0.0,0.0,0.0,0.0,0.0,0.11,0.11,2.6,2,5,4,8,9,4.5,,130,56,55,10,163,40,101,27,,,,,,,0.0,0.0,0.06,0.06,1.3,1.0,261,39,209,70,219,73,45,16,1.0,0.0
Boubacar Kamara,Aston Villa,MID,5.0,3,1,1.5,0.2,0,0,105,1,1,0,0,0,0,1,0,0,15.4,3.0,19.0,3.7,1.5,0,0.3,0.6,3697,9516,659,5959,0.0,0.0,0.0,0.0,0.05,0.03,0.08,2.26,2,3,3,6,12,10.29,Hamstring injury - 50% chance of playing,186,78,233,135,87,54,193,96,,,,,,,0.04,0.0,0.03,0.07,1.94,0.86,268,168,210,106,220,112,395,135,1.71,0.86
Ethan Ampadu,Leeds,MID,5.0,3,0,3.0,0.1,0,0,77,1,0,0,0,0,0,0,0,0,10.8,4.9,2.0,1.8,1.5,0,0.3,0.6,604,4117,20,2178,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.28,1,3,2,3,8,9.35,Knee injury - Expected back 13 Sep,217,98,209,125,242,135,267,132,,,,,,,0.0,0.0,0.02,0.02,0.33,0.0,247,155,207,104,127,50,549,207,1.17,1.17
Eberechi Eze,Arsenal,MID,7.5,3,0,3.0,10.5,0,0,83,1,0,0,0,0,0,0,0,0,7.2,2.6,26.0,3.6,1.5,0,0.2,0.4,287374,337701,190386,168330,0.0,0.0,0.0,0.0,0.24,0.0,0.24,1.22,1,1,1,5,7,7.59,,247,117,236,138,55,32,202,99,1.0,,1.0,,1.0,,0.26,0.0,0.0,0.26,1.32,0.0,25,15,226,113,136,55,38,12,1.08,1.08
Ilia Gruev,Leeds,MID,5.0,3,2,1.5,0.0,0,0,102,0,5,0,0,0,0,0,0,0,11.0,1.0,0.0,1.2,1.5,0,0.3,0.6,245,1136,123,423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,1,1,3,3,7,6.18,,214,95,284,151,618,265,289,146,2.0,,1.0,,,,0.0,0.0,0.0,0.0,2.79,4.41,300,187,212,107,222,113,585,231,0.88,0.0
Nayef N.Aguerd,West Ham,DEF,4.5,3,2,1.5,0.1,0,0,180,0,8,0,0,0,0,0,0,0,39.0,3.9,8.0,5.1,1.5,0,0.3,0.7,989,3292,463,1376,0.0,0.0,0.0,0.0,0.1,0.03,0.13,3.42,2,1,14,8,15,7.5,,77,32,216,64,159,37,146,45,,,,,,,0.05,0.0,0.02,0.07,1.71,4.0,407,93,199,66,210,69,460,173,1.0,0.0
Jean-Philippe Mateta,Crystal Palace,FWD,7.5,3,2,1.5,8.0,0,0,177,1,1,0,0,0,0,1,0,0,16.4,1.2,39.0,5.7,1.5,0,0.2,0.4,128677,229540,50688,121172,0.0,0.0,0.0,0.0,0.45,0.0,0.45,2.26,2,1,6,3,10,5.08,,182,14,277,29,37,14,122,16,,,,,2.0,,0.23,0.0,0.0,0.23,1.15,0.51,24,10,225,23,234,23,51,10,1.02,0.51
Ezri Konsa,Aston Villa,DEF,4.5,3,0,3.0,14.7,0,0,65,1,0,0,0,0,0,0,1,0,1.8,1.1,0.0,0.3,1.5,0,0.3,0.7,54115,648969,34920,112111,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1.11,1,0,3,1,3,4.15,,314,112,278,95,426,182,329,114,,,,,,,0.0,0.0,0.01,0.01,1.54,0.0,400,88,198,65,121,52,29,10,1.38,1.38
Raúl Raúl,Fulham,FWD,6.4,3,1,1.5,1.6,0,0,84,0,1,0,0,0,0,0,0,0,1.0,5.6,13.0,1.2,1.5,0,0.2,0.5,11193,71854,3967,34062,-0.1,0.1,-0.1,0.1,0.29,0.0,0.29,1.16,1,0,1,1,2,2.14,,325,31,202,20,124,28,292,29,,,4.0,,1.0,,0.31,0.0,0.0,0.31,1.24,1.07,68,21,222,20,231,20,147,25,1.07,0.0
Joël Piroe,Leeds,FWD,5.4,3,1,1.5,1.4,0,0,134,1,4,0,0,0,0,0,0,0,2.0,6.9,44.0,5.3,1.5,0,0.3,0.6,12956,64735,3675,36756,-0.1,0.1,-0.1,0.1,0.28,0.04,0.32,2.13,2,0,0,5,5,3.36,,312,27,193,18,26,12,142,19,,,3.0,,2.0,,0.19,0.0,0.03,0.22,1.43,2.69,200,42,215,17,224,17,156,27,1.34,0.67
Timothy Castagne,Fulham,DEF,4.5,3,2,1.5,0.1,0,0,67,0,1,0,0,0,0,0,0,0,4.8,8.4,21.0,3.4,1.5,0,0.3,0.7,851,2782,507,1068,0.0,0.0,0.0,0.0,0.3,0.04,0.34,1.92,1,0,2,1,2,2.69,,269,99,181,51,71,11,209,71,,,,,,,0.4,0.0,0.05,0.45,2.58,1.34,392,81,197,64,209,68,457,172,1.34,0.0
Jean-Ricner Bellegarde,Wolves,MID,5.5,3,1,1.5,0.1,0,0,117,0,4,0,0,0,0,0,0,0,7.4,22.9,7.0,3.7,1.5,0,0.3,0.5,1415,2592,164,1334,0.0,0.0,0.0,0.0,0.03,0.04,0.07,2.94,2,4,2,1,7,5.38,,243,114,88,60,179,103,196,98,4.0,,4.0,,,,0.02,0.0,0.03,0.05,2.26,3.08,148,93,216,110,225,115,514,181,1.54,0.0
Lewis Dunk,Brighton,DEF,4.5,3,1,1.5,1.2,0,0,180,0,3,0,0,0,0,0,0,0,32.6,2.4,7.0,4.2,1.5,0,0.3,0.7,17405,22462,4100,12616,0.0,0.0,0.0,0.0,0.09,0.0,0.09,2.36,2,3,13,11,16,8.0,,109,47,239,72,175,46,172,57,,,,,,,0.04,0.0,0.0,0.04,1.18,1.5,373,68,195,63,207,67,170,64,1.0,0.0
Calvin Bassey,Fulham,DEF,4.5,3,2,1.5,0.5,0,0,180,0,2,0,0,0,0,1,0,0,14.2,2.4,7.0,2.4,1.5,0,0.3,0.7,7404,9588,4366,3741,0.0,0.0,0.0,0.0,0.15,0.01,0.16,3.11,2,2,7,10,9,4.5,,193,79,240,73,176,47,256,90,,,,,,,0.08,0.0,0.0,0.08,1.56,1.0,425,106,200,67,211,70,254,91,1.0,0.0
Justin Devenny,Crystal Palace,MID,4.5,3,2,1.5,1.6,0,0,71,0,1,0,0,0,0,0,0,0,8.8,3.3,25.0,3.7,1.5,0,0.3,0.7,19487,36773,11695,17968,0.0,0.0,0.0,0.0,0.05,0.02,0.07,1.04,1,3,1,6,10,12.68,,234,107,228,134,56,33,190,95,,,2.0,,,,0.06,0.0,0.03,0.09,1.32,1.27,462,255,203,101,214,108,145,46,1.27,0.0
José José Sá,Wolves,GKP,4.5,3,3,1.5,1.9,0,0,180,0,5,0,0,0,3,0,0,0,24.6,10.0,0.0,3.5,1.5,0,0.3,0.7,12712,25631,6063,11604,0.0,0.0,0.0,0.0,0.0,0.03,0.03,3.76,2,0,2,18,0,0.0,,141,16,172,1,419,55,203,13,,,,,,,0.0,1.5,0.02,0.02,1.88,2.5,386,22,196,17,208,18,132,17,1.0,0.0
Jan Paul Van Hecke,Brighton,DEF,4.5,3,1,1.5,1.0,0,0,180,0,3,0,0,0,0,0,0,0,46.6,2.2,4.0,5.3,1.5,0,0.3,0.7,8200,20684,1814,10445,0.0,0.0,0.0,0.0,0.01,0.14,0.15,2.36,2,1,13,7,14,7.0,,50,15,246,78,213,65,141,44,,,,,,,0.0,0.0,0.07,0.07,1.18,1.5,455,117,201,68,212,71,183,69,1.0,0.0
Patrick Dorgu,Man Utd,DEF,4.5,3,2,1.5,8.5,0,0,180,0,2,0,0,0,0,1,0,0,13.8,7.3,14.0,3.5,1.5,0,0.3,0.7,296916,95830,96575,59536,0.0,0.0,0.0,0.0,0.04,0.06,0.1,3.07,2,4,5,3,9,4.5,,197,80,187,54,116,17,204,70,,,,,,,0.02,0.0,0.03,0.05,1.54,1.0,544,135,204,69,215,72,48,17,1.0,0.0
Niclas Füllkrug,West Ham,FWD,5.9,3,1,1.5,2.3,0,0,135,0,6,0,0,0,0,0,0,0,2.0,25.0,36.0,6.3,1.5,0,0.3,0.5,18788,152964,7548,79262,-0.1,0.1,-0.1,0.1,0.14,0.1,0.24,2.3,2,0,0,1,1,0.67,,313,28,82,8,41,16,106,14,,,,,,,0.09,0.0,0.07,0.16,1.53,4.0,98,27,219,18,228,18,113,18,1.33,0.0
Thierno Barry,Everton,FWD,5.9,3,2,1.5,0.6,0,0,67,1,0,0,0,0,0,0,0,0,0.0,3.2,16.0,1.5,1.5,0,0.3,0.5,8262,26081,3944,11313,-0.1,0.1,-0.1,0.1,0.35,0.01,0.36,1.68,1,0,0,0,0,0.0,,690,69,231,24,108,24,278,27,,,,,,,0.47,0.0,0.01,0.48,2.26,0.0,115,30,221,19,230,19,233,39,1.34,1.34
Bart Verbruggen,Brighton,GKP,4.5,3,1,1.5,6.5,0,0,180,0,3,0,0,0,2,0,0,0,24.6,10.0,0.0,3.4,1.5,0,0.3,0.7,41063,117954,7996,65276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,2,0,1,20,0,0.0,,142,17,174,2,469,63,210,15,,,,,,,0.0,1.0,0.0,0.0,1.18,1.5,461,30,202,18,213,19,64,10,1.0,0.0
João Victor Gomes,Wolves,MID,5.5,3,1,1.5,0.1,0,0,180,0,5,0,0,0,0,1,0,0,28.0,17.8,6.0,5.2,1.5,0,0.3,0.5,1074,2754,309,1296,0.0,0.0,0.0,0.0,0.0,0.06,0.06,3.76,2,7,6,7,20,10.0,,125,44,106,71,196,111,145,77,,,,,,,0.0,0.0,0.03,0.03,1.88,2.5,163,102,217,111,226,116,479,163,1.0,0.0
Tomáš Souček,West Ham,MID,5.9,3,2,1.5,0.6,0,0,88,0,7,0,0,0,0,0,0,0,10.2,2.0,41.0,5.4,1.5,0,0.3,0.5,1196,35084,514,10379,-0.1,0.1,0.0,0.0,0.16,0.0,0.16,2.51,1,1,2,4,7,7.16,,224,102,251,143,30,15,138,73,,,,,,,0.16,0.0,0.0,0.16,2.57,7.16,106,72,220,112,229,117,230,78,1.02,0.0
Will Hughes,Crystal Palace,MID,5.0,3,1,1.5,0.1,0,0,159,1,1,0,0,0,0,2,0,0,27.4,41.5,10.0,7.9,1.5,0,0.3,0.6,1481,2713,629,1281,0.0,0.0,0.0,0.0,0.12,0.27,0.39,2.15,2,4,7,8,19,10.75,Knock - 75% chance of playing,128,47,39,33,146,88,83,53,2.0,,,,,,0.07,0.0,0.15,0.22,1.22,0.57,230,145,205,102,216,109,468,158,1.13,0.57
Josh Laurent,Burnley,MID,5.0,3,1,1.5,0.0,0,0,83,0,2,0,0,0,0,0,0,0,21.4,12.0,20.0,5.4,1.5,0,0.3,0.6,274,777,50,352,0.0,0.0,0.0,0.0,0.11,0.13,0.24,1.57,1,2,5,3,10,10.84,,157,61,151,97,82,49,135,70,,,,,,,0.12,0.0,0.14,0.26,1.7,2.17,238,152,206,103,217,110,621,259,1.08,0.0
Lewis L.Miley,Newcastle,MID,4.5,2,1,1.0,2.2,0,0,31,0,1,0,0,0,0,0,0,0,4.8,11.3,4.0,2.1,1.0,0,0.2,0.4,25519,54080,9776,26004,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.4,0,1,0,2,3,8.71,,270,129,159,99,218,119,261,127,,,,,,,0.09,0.0,0.03,0.12,1.16,2.9,508,282,242,116,259,121,118,36,0.0,0.0
Omar Marmoush,Man City,MID,8.4,2,1,1.0,7.6,0,0,77,0,2,0,0,0,0,0,0,0,13.0,3.6,42.0,5.9,1.0,0,0.1,0.2,82127,474615,57245,159917,-0.1,0.1,0.0,0.0,0.77,0.01,0.78,0.83,1,1,2,2,5,5.84,,203,87,221,130,29,14,117,65,2.0,,1.0,,2.0,,0.9,0.0,0.01,0.91,0.97,2.34,11,6,275,139,328,170,57,20,1.17,0.0
Jamie Gittens,Chelsea,MID,6.4,2,1,1.0,0.2,0,0,66,0,0,0,0,0,0,0,0,0,9.2,27.8,12.0,4.9,1.0,0,0.2,0.3,3350,13701,728,6484,-0.1,0.1,-0.1,0.1,0.07,0.08,0.15,0.99,1,1,1,1,3,4.09,,232,106,69,51,132,82,152,80,,,,,,,0.1,0.0,0.11,0.21,1.35,0.0,74,52,271,137,317,162,357,125,1.36,0.0
Andrey Andrey Santos,Chelsea,MID,4.5,2,1,1.0,0.3,0,0,39,0,0,0,0,0,0,0,0,0,4.2,12.2,23.0,4.0,1.0,0,0.2,0.4,11582,11526,4556,5871,0.0,0.0,0.0,0.0,0.31,0.01,0.32,0.6,0,0,1,2,3,6.92,,283,138,147,93,64,36,176,88,,,,,,,0.72,0.0,0.02,0.74,1.38,0.0,498,275,241,115,258,120,292,94,0.0,0.0
Donyell Malen,Aston Villa,MID,5.4,2,1,1.0,1.2,0,0,32,0,0,0,0,0,0,0,0,0,3.4,2.8,19.0,2.5,1.0,0,0.2,0.4,8486,79070,2868,30716,-0.1,0.1,0.0,0.0,0.03,0.02,0.05,0.21,0,0,0,1,1,2.81,,295,145,235,137,88,55,254,123,,,,,,,0.08,0.0,0.06,0.14,0.59,0.0,191,124,254,126,281,138,174,58,0.0,0.0
Benjamin Šeško,Man Utd,FWD,7.5,2,1,1.0,7.8,0,0,62,0,1,0,0,0,0,0,0,0,0.4,22.8,14.0,3.7,1.0,0,0.1,0.3,160496,271022,45726,167416,0.0,0.0,0.0,0.0,0.11,0.1,0.21,1.07,0,0,0,2,2,2.9,,328,32,89,9,120,27,197,22,,,,,,,0.16,0.0,0.15,0.31,1.55,1.45,27,11,274,31,326,34,55,11,0.0,0.0
Manuel Ugarte,Man Utd,MID,4.9,2,1,1.0,0.2,0,0,46,0,1,0,0,0,0,0,0,0,8.6,12.2,1.0,2.1,1.0,0,0.2,0.4,2428,6381,974,2881,-0.1,0.1,-0.1,0.1,0.03,0.01,0.04,0.91,0,3,2,1,6,11.74,,236,108,148,94,264,148,262,128,,,,,,,0.06,0.0,0.02,0.08,1.78,1.96,347,219,245,118,265,126,411,138,0.0,0.0
Oliver Sonne,Burnley,DEF,4.0,2,1,1.0,0.2,0,0,94,0,3,0,0,0,0,0,0,0,4.6,16.4,6.0,2.7,1.0,0,0.2,0.5,2185,2678,611,1211,0.0,0.0,0.0,0.0,0.03,0.08,0.11,2.25,1,0,0,3,0,0.0,,273,101,111,29,182,48,246,87,,,,,,,0.03,0.0,0.08,0.11,2.15,2.87,671,205,231,76,240,81,421,159,0.96,0.0
Diogo Dalot,Man Utd,DEF,4.5,2,1,1.0,2.0,0,0,92,0,2,0,0,0,0,0,0,0,6.8,18.9,12.0,3.7,1.0,0,0.2,0.4,15961,38452,5118,20461,0.0,0.0,0.0,0.0,0.01,0.16,0.17,1.89,1,2,4,3,6,5.87,,248,92,100,25,127,21,188,63,,,,,,,0.01,0.0,0.16,0.17,1.85,1.96,409,95,235,80,247,88,127,49,0.98,0.0
Harry Maguire,Man Utd,DEF,4.5,2,1,1.0,0.7,0,0,13,0,0,0,0,0,0,0,0,0,5.4,0.5,4.0,1.0,1.0,0,0.2,0.4,6725,17242,2865,8303,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.24,0,0,4,0,4,27.69,,260,96,297,104,208,60,293,96,,,,,,,0.69,0.0,0.0,0.69,1.66,0.0,375,70,232,77,243,84,217,83,0.0,0.0
Zian Flemming,Burnley,FWD,5.5,2,1,1.0,0.1,0,0,20,0,0,0,0,0,0,0,0,0,2.2,10.0,2.0,1.4,1.0,0,0.2,0.4,3027,6194,1148,3012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0,0,0,0,0,0.0,,306,24,177,16,255,32,282,28,,,2.0,,,,0.0,0.0,0.0,0.0,1.53,0.0,152,34,263,26,300,28,426,59,0.0,0.0
