player_name,club_name,position_name,now_cost,total_points,event_points,points_per_game,selected_by_percent,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,form,dreamteam_count,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,cost_change_start,cost_change_start_fall,cost_change_event,cost_change_event_fall,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution,defensive_contribution_per_90,news,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
James Ward-Prowse,West Ham,MID,5.8,11,2,2.2,0.3,0,0,414,1,11,0,0,0,0,0,0,0,56.6,176.3,6.0,23.9,2.3,0,0.4,1.9,6837,25081,388,1264,-0.2,0.2,-0.1,0.1,0.13,0.91,1.04,7.27,5,4,9,9,22,4.78,,149,55,5,5,289,155,45,30,2.0,,2.0,,3.0,,0.03,0.0,0.2,0.23,1.58,2.39,114,77,169,76,223,102,330,112,1.09,0.22
Noah Okafor,Leeds,MID,5.5,11,8,3.7,0.0,1,0,160,1,2,0,0,0,0,1,0,1,47.4,20.4,40.0,10.8,3.3,0,0.6,2.0,5804,1917,2402,410,0.0,0.0,0.0,0.0,0.33,0.04,0.37,2.27,2,3,4,13,20,11.25,,173,69,207,131,103,63,173,89,,,,,,,0.19,0.0,0.02,0.21,1.28,1.12,153,95,99,37,109,43,581,225,1.12,0.56
Ibrahim Sangaré,Nott'm Forest,MID,5.0,11,1,2.2,0.1,0,0,351,0,6,0,0,0,0,0,0,0,33.2,19.0,2.0,5.5,2.2,0,0.4,2.2,3431,3779,179,345,0.0,0.0,0.0,0.0,0.03,0.08,0.11,5.98,4,7,19,15,41,10.51,,232,104,217,135,333,177,284,145,,,,,,,0.01,0.0,0.02,0.03,1.53,1.54,261,158,176,80,218,98,530,189,1.03,0.0
Rayan Aït-Nouri,Man City,DEF,5.9,10,0,3.3,8.7,0,0,202,1,2,0,0,0,0,1,0,1,43.0,26.7,7.0,7.6,0.0,0,0.0,1.7,480049,1778578,244,101065,-0.1,0.1,0.0,0.0,0.04,0.48,0.52,2.94,3,9,14,8,23,10.25,Knock - 25% chance of playing,189,76,172,43,275,88,237,80,,,,,,,0.02,0.0,0.21,0.23,1.31,0.89,109,7,724,245,133,51,48,17,1.34,0.45
Joško Gvardiol,Man City,DEF,5.8,10,4,5.0,3.8,0,0,180,1,1,0,0,0,0,0,0,0,39.2,1.5,0.0,4.0,3.3,0,0.6,1.7,108078,798837,54336,8360,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,2.47,2,2,15,6,17,8.5,,205,82,348,125,726,245,314,107,,,,,,,0.0,0.0,0.0,0.0,1.24,0.5,118,10,100,42,54,25,89,36,1.0,0.5
Marshall Munetsi,Wolves,MID,5.5,10,1,2.0,0.0,0,1,339,0,8,0,0,0,0,1,0,0,40.0,36.7,53.0,12.8,2.0,0,0.4,1.8,4340,5070,69,386,0.0,0.0,0.0,0.0,0.52,0.09,0.61,5.96,3,6,3,7,16,4.25,,203,84,132,88,72,44,148,78,,,,,,,0.14,0.0,0.02,0.16,1.58,2.12,152,94,197,88,248,115,577,221,0.8,0.0
Rodrigo 'Rodri' Rodrigo,Man City,MID,6.4,10,4,2.5,0.7,0,0,270,1,3,0,0,0,0,0,0,0,47.4,37.8,19.0,10.4,3.0,0,0.5,1.6,31854,42948,3636,2728,-0.1,0.1,0.0,0.0,0.14,0.21,0.35,3.76,3,6,12,20,38,12.67,,174,70,128,86,203,119,180,93,,,,,,,0.05,0.0,0.07,0.12,1.25,1.0,62,42,130,52,200,88,205,70,1.0,0.33
William Osula,Newcastle,FWD,5.5,10,1,2.0,0.4,1,0,136,1,1,0,0,0,0,0,0,0,37.0,13.5,31.0,7.9,2.2,0,0.4,1.8,54872,45286,994,3461,0.0,0.0,0.0,0.0,0.4,0.02,0.42,1.28,1,1,1,4,6,3.97,,219,20,251,22,140,28,232,23,,,,,,,0.26,0.0,0.01,0.27,0.85,0.66,167,40,179,16,250,21,272,45,0.66,0.66
Emile Smith Rowe,Fulham,MID,5.9,10,1,2.0,0.7,1,0,95,0,0,0,0,0,0,0,0,0,40.0,23.0,40.0,10.3,2.2,0,0.4,1.7,32762,68273,1112,4834,-0.1,0.1,0.0,0.0,0.79,0.05,0.84,0.76,0,1,0,2,3,2.84,,204,85,191,124,104,64,182,94,,,,,,,0.75,0.0,0.05,0.8,0.72,0.0,104,71,180,82,253,118,214,73,0.0,0.0
Bukayo Saka,Arsenal,MID,9.8,10,1,3.3,3.8,1,0,187,1,0,0,0,0,0,0,0,0,58.0,79.1,35.0,17.2,0.3,0,0.0,1.0,259473,1635221,45329,14289,-0.2,0.2,0.0,0.0,0.3,0.33,0.63,2.03,2,3,0,9,12,5.78,,143,53,50,38,127,79,90,50,1.0,,4.0,,1.0,,0.14,0.0,0.16,0.3,0.98,0.0,5,3,367,179,134,55,90,28,0.96,0.48
Loum Tchaouna,Burnley,MID,4.9,10,2,2.0,0.0,0,1,190,1,2,0,0,0,0,1,0,0,13.2,26.2,28.0,6.8,2.7,0,0.6,2.0,1403,1530,203,147,-0.1,0.1,0.0,0.0,0.29,0.15,0.44,3.56,2,3,3,5,11,5.21,,319,149,176,115,153,91,252,127,,,,,,,0.14,0.0,0.07,0.21,1.69,0.95,354,221,147,60,239,108,610,248,0.95,0.47
Noni Madueke,Arsenal,MID,7.0,10,1,2.0,1.6,0,0,304,2,2,0,0,0,0,0,0,0,30.2,111.7,105.0,24.6,2.0,0,0.3,1.4,148089,99404,9167,19217,0.0,0.0,0.0,0.0,0.29,0.86,1.15,2.04,4,3,1,10,14,4.14,Knock - 75% chance of playing,246,113,21,18,18,8,41,26,,,,,,,0.09,0.0,0.25,0.34,0.6,0.59,39,24,201,91,255,120,142,50,1.18,0.59
Ollie Watkins,Aston Villa,FWD,8.8,10,2,2.0,12.5,0,0,442,2,5,0,0,0,0,0,0,0,19.4,56.2,100.0,17.6,2.0,0,0.2,1.1,358905,1841613,6726,222847,-0.2,0.2,0.0,0.0,1.13,0.17,1.3,7.96,5,3,2,9,14,2.85,,290,21,80,5,22,11,87,14,,,,,3.0,,0.23,0.0,0.03,0.26,1.62,1.02,8,4,204,19,258,22,34,7,1.02,0.41
Matz Sels,Nott'm Forest,GKP,5.0,10,3,2.0,13.7,0,0,450,0,9,0,0,0,16,1,0,0,123.8,0.0,0.0,12.5,2.0,0,0.4,2.0,229710,814901,10401,73923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.71,5,0,5,30,0,0.0,,30,4,680,79,660,74,152,5,,,,,,,0.0,3.2,0.0,0.0,1.54,1.8,245,8,191,16,241,21,28,4,1.0,0.0
Brenden Aaronson,Leeds,MID,5.4,10,2,2.0,0.1,0,0,243,1,2,0,0,0,0,0,0,0,38.6,45.1,30.0,11.4,2.7,0,0.5,1.9,1781,4253,175,235,-0.1,0.1,0.0,0.0,0.18,0.78,0.96,3.48,2,10,4,14,28,10.37,,211,90,105,73,143,88,162,85,,,2.0,,,,0.07,0.0,0.29,0.36,1.29,0.74,189,118,152,64,247,114,570,214,0.74,0.37
James Hill,Bournemouth,DEF,4.0,10,1,2.0,0.9,0,0,198,1,2,0,0,0,0,1,0,0,24.2,3.0,41.0,6.9,2.7,0,0.7,2.5,59172,38844,4329,3209,0.0,0.0,0.0,0.0,0.12,0.03,0.15,0.98,1,1,13,5,14,6.36,,274,107,328,114,99,13,249,82,,,,,,,0.05,0.0,0.01,0.06,0.45,0.91,660,182,141,57,229,87,187,69,0.45,0.45
Harvey Barnes,Newcastle,MID,6.5,10,1,2.0,0.8,0,0,293,2,2,0,0,0,0,0,0,0,20.2,78.5,49.0,14.6,1.8,0,0.3,1.5,124336,100874,598,11650,0.0,0.0,0.0,0.0,0.37,0.8,1.17,1.14,3,2,2,9,13,3.99,,289,133,51,39,80,48,117,64,,,,,,,0.11,0.0,0.25,0.36,0.35,0.61,52,35,210,97,254,119,195,65,0.92,0.61
Malo Gusto,Chelsea,DEF,4.9,10,1,2.5,1.4,0,0,195,1,1,0,0,0,0,0,0,0,23.4,21.3,9.0,5.3,2.3,0,0.5,2.0,43997,97584,1887,6733,-0.1,0.1,0.0,0.0,0.02,0.07,0.09,1.75,2,4,6,12,10,4.62,,277,109,200,57,259,84,286,95,,,,,,,0.01,0.0,0.03,0.04,0.81,0.46,356,61,164,65,198,77,162,60,0.92,0.46
Lukas Nmecha,Leeds,FWD,5.0,10,1,2.0,0.8,1,0,135,1,2,0,0,0,0,0,0,0,45.6,8.1,33.0,8.6,1.3,0,0.3,2.0,87337,64729,5374,5560,0.0,0.0,0.0,0.0,0.95,0.03,0.98,2.45,1,0,7,6,13,8.67,,182,16,293,30,130,27,214,22,,,,,1.0,,0.63,0.0,0.02,0.65,1.63,1.33,254,50,233,21,242,19,194,31,0.67,0.67
Caoimhín Kelleher,Brentford,GKP,4.5,10,1,2.0,8.7,0,0,450,1,10,0,0,0,11,1,0,0,85.2,0.0,0.0,8.6,1.3,0,0.3,2.2,166783,348230,7505,34945,0.0,0.0,0.0,0.0,0.0,0.01,0.01,6.85,5,1,7,42,0,0.0,,88,12,568,68,541,62,212,13,,,,,,,0.0,2.2,0.0,0.0,1.37,2.0,409,24,228,20,233,20,49,8,1.0,0.2
Florian Wirtz,Liverpool,MID,8.3,10,0,2.0,14.3,0,0,363,2,3,0,0,0,0,1,0,0,39.2,138.1,80.0,25.7,2.0,0,0.2,1.2,337810,2300813,6139,267376,-0.2,0.2,0.0,0.0,0.52,0.73,1.24,3.05,4,6,4,14,24,5.95,,206,86,10,9,39,23,35,22,1.0,,,,,,0.13,0.0,0.18,0.31,0.76,0.74,12,7,203,93,257,122,25,10,0.99,0.5
Will Hughes,Crystal Palace,MID,4.9,10,2,2.0,0.1,0,0,383,3,2,0,0,0,0,3,0,0,50.8,73.6,14.0,13.9,2.0,0,0.4,2.0,7624,8043,556,650,-0.1,0.1,0.0,0.0,0.15,0.51,0.66,3.81,5,5,19,14,38,8.93,,167,64,60,46,227,127,129,69,2.0,,,,,,0.04,0.0,0.12,0.16,0.9,0.47,311,191,187,83,235,106,451,149,1.17,0.7
Rodrigo R.Gomes,Wolves,DEF,4.5,10,0,2.5,0.1,1,0,165,0,5,0,0,0,0,0,0,0,51.8,19.8,64.0,13.6,3.0,0,0.7,2.2,6593,4491,120,812,0.0,0.0,0.0,0.0,0.66,0.14,0.8,2.22,2,6,7,7,13,7.09,,163,70,209,62,54,6,136,45,,,,,,,0.36,0.0,0.08,0.44,1.21,2.73,443,98,112,51,196,76,467,177,1.09,0.0
Federico Chiesa,Liverpool,MID,6.4,9,0,2.2,0.3,1,0,47,0,1,0,0,0,0,0,0,0,36.6,1.3,27.0,6.4,0.8,0,0.1,1.4,15452,22012,210,2104,-0.1,0.1,-0.1,0.1,0.36,0.03,0.39,0.26,0,1,1,0,2,3.83,,222,98,351,183,158,93,263,136,,,,,,,0.69,0.0,0.06,0.75,0.5,1.91,63,43,296,148,227,104,311,102,0.0,0.0
Estêvão Estêvão,Chelsea,MID,6.5,9,1,2.2,2.0,0,1,184,1,1,0,0,0,0,1,0,0,37.0,37.6,62.0,13.7,1.3,0,0.2,1.4,196885,199300,3869,14124,0.0,0.0,0.0,0.0,0.99,1.04,2.03,0.8,3,3,2,8,13,6.36,,220,97,130,87,58,35,135,73,2.0,,,,,,0.48,0.0,0.51,0.99,0.39,0.49,60,40,246,119,228,105,131,47,1.47,0.49
Josh Acheampong,Chelsea,DEF,4.0,9,0,9.0,1.5,0,0,90,1,0,0,0,0,0,0,0,3,16.2,2.3,10.0,2.9,0.0,0,0.0,2.2,262886,193836,760,10782,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.66,1,2,6,4,8,8.0,,300,118,335,120,245,75,341,121,,,,,,,0.09,0.0,0.01,0.1,0.66,0.0,706,212,492,193,2,1,154,57,1.0,1.0
André André,Wolves,MID,5.4,9,1,1.8,0.1,0,0,262,0,7,0,0,0,0,1,0,0,30.6,12.5,2.0,4.5,1.3,0,0.2,1.7,3457,5820,34,358,-0.1,0.1,0.0,0.0,0.02,0.05,0.07,5.89,3,8,8,23,39,13.4,,242,109,257,149,335,179,303,152,,,,,,,0.01,0.0,0.02,0.03,2.02,2.4,203,126,242,115,265,127,515,180,1.03,0.0
Boubacar Kamara,Aston Villa,MID,4.9,9,6,3.0,0.1,0,1,186,1,2,0,0,0,0,1,0,1,53.6,32.0,19.0,10.4,2.0,0,0.4,1.8,5363,17090,1006,353,-0.1,0.1,0.0,0.0,0.05,0.11,0.16,3.31,3,5,7,8,20,9.68,,157,59,150,101,200,118,179,92,,,,,,,0.02,0.0,0.05,0.07,1.6,0.97,336,208,188,84,156,63,457,152,1.45,0.48
James Milner,Brighton,MID,5.0,9,1,2.2,0.1,1,0,124,0,4,0,0,0,0,1,0,0,48.8,16.8,17.0,8.3,2.0,0,0.4,1.8,9417,8011,682,909,0.0,0.0,0.0,0.0,0.79,0.06,0.85,1.92,1,3,3,6,12,8.71,,171,67,233,142,210,120,224,111,,,,,,,0.57,0.0,0.04,0.61,1.39,2.9,239,148,190,85,217,97,406,137,0.73,0.0
John Stones,Man City,DEF,5.5,9,1,2.2,0.8,0,0,264,1,5,0,0,0,0,0,0,0,53.8,5.8,2.0,6.2,0.7,0,0.1,1.6,36049,62024,358,4404,0.0,0.0,0.0,0.0,0.0,0.04,0.04,4.04,3,0,14,13,14,4.77,,156,67,310,104,336,116,268,88,,,,,,,0.0,0.0,0.01,0.01,1.38,1.7,132,15,311,104,222,85,193,74,1.02,0.34
Lewis Hall,Newcastle,DEF,5.4,9,7,3.0,1.3,0,0,133,1,1,0,0,0,0,0,0,1,27.4,4.0,7.0,3.9,2.2,0,0.4,1.7,44197,124640,2156,4633,-0.1,0.1,0.0,0.0,0.04,0.05,0.09,1.0,1,6,6,8,12,8.12,,257,98,321,110,273,87,318,108,2.0,,,,,,0.03,0.0,0.03,0.06,0.68,0.68,201,26,177,69,167,65,163,61,0.68,0.68
Altay Bayindir,Man Utd,GKP,5.0,9,2,1.8,0.4,0,0,450,0,8,0,0,0,8,0,0,0,74.0,10.0,0.0,8.4,1.8,0,0.4,1.8,19441,27617,1815,1294,0.0,0.0,0.0,0.0,0.0,0.04,0.04,7.22,5,0,5,34,0,0.0,,115,16,286,4,671,79,220,15,,,,,,,0.0,1.6,0.01,0.01,1.44,1.6,277,13,207,17,263,22,262,36,1.0,0.0
Jacob Bruun Larsen,Burnley,MID,5.4,9,0,3.0,0.0,0,1,176,1,3,0,0,0,0,0,0,0,32.8,29.1,20.0,8.0,1.7,0,0.3,1.7,1562,3322,6,266,-0.1,0.1,0.0,0.0,0.05,0.34,0.39,4.09,2,1,6,6,13,6.65,Knock - 75% chance of playing,233,105,162,107,196,115,228,114,,,,,2.0,,0.03,0.0,0.17,0.2,2.09,1.53,177,110,216,98,165,68,618,253,1.02,0.51
Kyle Walker-Peters,West Ham,DEF,4.4,9,1,2.2,0.4,0,0,290,1,5,0,0,0,0,0,0,0,45.8,22.5,32.0,10.0,2.7,0,0.6,2.0,9945,18134,618,1069,-0.1,0.1,0.0,0.0,0.14,0.04,0.18,4.64,3,6,8,15,14,4.34,,180,73,192,52,136,25,190,64,,,,,,,0.04,0.0,0.01,0.05,1.44,1.55,527,123,142,58,212,82,289,106,0.93,0.31
Maximilian Kilman,West Ham,DEF,4.4,9,2,1.8,0.2,0,0,450,1,13,0,0,0,0,2,0,0,99.8,18.1,14.0,13.1,3.0,0,0.7,2.0,5867,17896,151,765,-0.1,0.1,0.0,0.0,0.39,0.03,0.42,7.75,5,6,36,17,42,8.4,,63,26,226,70,223,62,141,47,,,,,,,0.08,0.0,0.01,0.09,1.55,2.6,533,129,109,48,259,94,369,134,1.0,0.2
Mads Hermansen,West Ham,GKP,4.5,9,0,2.2,0.3,0,0,360,1,11,0,0,0,9,0,0,0,84.8,0.0,0.0,8.5,2.7,0,0.6,2.0,10778,16396,393,1500,0.0,0.0,0.0,0.0,0.0,0.01,0.01,5.44,4,0,7,27,0,0.0,,90,13,590,72,564,66,217,14,,,,,,,0.0,2.25,0.0,0.0,1.36,2.75,440,28,144,13,214,19,302,43,1.0,0.25
Patrick Dorgu,Man Utd,DEF,4.5,9,5,2.2,5.3,0,1,360,0,6,0,0,0,0,1,0,0,70.2,83.0,52.0,20.5,2.0,0,0.4,2.0,363973,471695,12323,24534,0.0,0.0,0.0,0.0,0.24,0.55,0.79,6.02,4,12,10,10,22,5.5,,121,55,47,8,73,9,62,13,,,,,,,0.06,0.0,0.14,0.2,1.5,1.5,496,110,185,72,215,84,65,26,1.0,0.0
Noussair Mazraoui,Man Utd,DEF,4.9,9,7,3.0,0.2,0,0,130,1,2,0,0,0,0,0,0,1,31.2,14.2,4.0,4.9,2.2,0,0.4,1.8,9684,20588,3913,635,-0.1,0.1,0.0,0.0,0.0,0.13,0.13,1.59,2,8,4,11,12,8.31,,240,91,247,81,305,107,295,98,,,,,,,0.0,0.0,0.09,0.09,1.1,1.38,337,58,175,68,157,61,333,118,1.38,0.69
Frank Onyeka,Brentford,MID,5.0,9,0,3.0,0.1,0,2,61,0,2,0,0,0,0,0,0,0,23.4,12.3,4.0,3.9,1.3,0,0.3,1.8,3758,4193,101,268,0.0,0.0,0.0,0.0,0.0,0.36,0.36,1.37,0,1,2,3,6,8.85,,278,125,261,151,310,163,317,159,,,,,,,0.0,0.0,0.53,0.53,2.02,2.95,274,167,234,107,163,67,551,201,0.0,0.0
Omar Marmoush,Man City,MID,8.3,9,0,3.0,3.4,0,1,148,0,3,0,0,0,0,0,0,2,38.2,36.1,58.0,13.3,2.3,0,0.3,1.1,162202,1059395,241,29750,-0.2,0.2,0.0,0.0,0.82,0.45,1.27,1.9,2,3,3,7,13,7.91,Knee injury - 25% chance of playing,212,91,134,90,66,41,140,75,2.0,,1.0,,2.0,,0.5,0.0,0.27,0.77,1.16,1.82,11,6,173,79,171,72,99,33,1.22,0.0
Anthony Elanga,Newcastle,MID,6.9,8,1,1.6,6.2,0,0,233,1,3,0,0,0,0,0,0,0,22.6,47.5,39.0,10.9,1.2,0,0.2,1.2,478180,674955,5807,61119,-0.1,0.1,-0.1,0.1,0.57,0.13,0.7,1.16,2,1,3,4,8,3.09,,281,127,95,67,115,70,171,88,,,,,,,0.22,0.0,0.05,0.27,0.45,1.16,45,29,259,127,280,136,62,18,0.77,0.39
Ladislav Krejčí,Wolves,DEF,4.5,8,7,4.0,0.0,1,0,180,0,4,0,0,0,0,1,0,0,57.6,29.2,17.0,10.4,2.7,0,0.6,1.8,1932,376,707,200,0.0,0.0,0.0,0.0,0.68,0.2,0.88,2.03,2,6,6,7,12,6.0,,146,62,161,40,209,55,178,61,,,,,,,0.34,0.0,0.1,0.44,1.02,2.0,426,94,143,59,86,39,653,219,1.0,0.0
Rodrigo Bentancur,Spurs,MID,5.4,8,2,2.0,0.1,0,0,259,1,3,0,0,0,0,0,0,0,34.2,45.3,10.0,9.0,1.3,0,0.2,1.5,5415,11623,311,642,-0.1,0.1,0.0,0.0,0.0,0.33,0.33,4.08,3,5,5,21,31,10.77,,226,100,102,70,251,138,204,104,,,,,,,0.0,0.0,0.11,0.11,1.42,1.04,181,113,241,114,245,112,417,140,1.04,0.35
Jan Paul Van Hecke,Brighton,DEF,4.5,8,1,1.6,0.9,0,0,450,0,8,1,0,0,0,1,0,0,103.0,3.7,39.0,14.7,1.5,0,0.3,1.8,16716,47328,996,3255,0.0,0.0,0.0,0.0,0.3,0.16,0.46,6.85,5,3,38,15,41,8.2,,57,24,323,112,109,17,115,38,,,,,,,0.06,0.0,0.03,0.09,1.37,1.6,441,97,221,82,276,97,189,71,1.0,0.0
Curtis C.Jones,Liverpool,MID,5.4,8,1,2.0,0.1,0,1,166,0,3,0,0,0,0,0,0,0,30.4,35.0,0.0,6.5,1.8,0,0.3,1.5,2951,9531,203,298,-0.1,0.1,0.0,0.0,0.0,0.12,0.12,1.36,1,6,3,12,21,11.39,,243,110,137,92,698,306,260,133,,,,,,,0.0,0.0,0.07,0.07,0.74,1.63,183,114,208,95,246,113,516,181,0.54,0.0
Adam Smith,Bournemouth,DEF,4.5,8,0,2.7,0.2,0,0,204,1,3,0,0,0,0,0,0,0,17.8,14.0,4.0,3.6,0.3,0,0.1,1.8,13528,25795,22,1400,0.0,0.0,0.0,0.0,0.0,0.09,0.09,2.56,3,1,10,3,11,4.85,Hamstring injury - Expected back 18 Oct,298,116,248,82,301,103,325,113,,,,,,,0.0,0.0,0.04,0.04,1.13,1.32,389,70,345,120,187,73,363,129,1.32,0.44
Josh King,Fulham,MID,4.5,8,1,1.6,3.7,0,0,337,0,5,0,0,0,0,1,0,0,28.4,32.2,69.0,12.3,1.5,0,0.3,1.8,486734,160759,44795,21601,0.0,0.0,0.0,0.0,0.48,0.25,0.73,5.99,5,6,2,17,25,6.68,,254,114,146,98,47,27,154,80,,,,,,,0.13,0.0,0.07,0.2,1.6,1.34,488,285,223,102,278,135,95,31,1.34,0.0
Nikola Milenković,Nott'm Forest,DEF,5.5,8,2,1.6,7.1,0,0,450,0,9,0,0,0,0,0,0,0,73.0,18.3,10.0,10.2,1.5,0,0.3,1.5,180520,435008,4640,41542,0.0,0.0,0.0,0.0,0.05,0.16,0.21,7.71,5,2,30,12,32,6.4,,116,52,225,69,252,79,184,62,,,,,,,0.01,0.0,0.03,0.04,1.54,1.8,150,19,225,83,279,98,55,21,1.0,0.0
Mikel Merino,Arsenal,MID,5.9,8,1,2.0,0.5,0,0,211,2,1,0,0,0,0,0,0,0,28.4,39.9,33.0,10.2,2.3,0,0.4,1.4,37690,55592,3915,3921,-0.1,0.1,0.0,0.0,0.13,0.12,0.25,1.52,3,4,5,14,23,9.81,,255,115,122,82,134,83,185,96,,,,,,,0.06,0.0,0.05,0.11,0.65,0.43,102,69,170,77,252,117,235,83,1.28,0.85
Luke Shaw,Man Utd,DEF,4.5,8,2,1.6,0.3,0,0,435,0,8,0,0,0,0,0,0,0,56.6,25.0,5.0,8.6,1.5,0,0.3,1.8,16167,16128,1318,869,0.0,0.0,0.0,0.0,0.08,0.11,0.19,6.98,5,11,12,19,23,4.76,,148,64,182,49,293,98,211,73,3.0,,,,,,0.02,0.0,0.02,0.04,1.44,1.66,397,75,220,81,275,96,308,110,1.03,0.0
Bart Verbruggen,Brighton,GKP,4.5,8,1,1.6,5.1,0,0,450,0,8,0,0,0,9,0,0,0,90.2,10.0,0.0,9.9,1.5,0,0.3,1.8,68955,301384,3754,26369,0.0,0.0,0.0,0.0,0.0,0.01,0.01,6.85,5,0,3,50,0,0.0,,77,9,284,2,566,67,194,9,,,,,,,0.0,1.8,0.0,0.0,1.37,1.6,445,29,222,19,277,23,69,12,1.0,0.0
Malick Thiaw,Newcastle,DEF,4.9,8,7,4.0,0.1,0,0,92,1,1,0,0,0,0,1,0,0,26.2,1.4,0.0,2.8,2.0,0,0.4,1.6,5153,11261,440,409,-0.1,0.1,0.0,0.0,0.0,0.02,0.02,0.8,1,2,13,2,15,14.67,,263,102,349,126,649,232,346,123,,,,,,,0.0,0.0,0.02,0.02,0.78,0.98,352,59,189,74,88,41,414,156,0.98,0.98
Youri Tielemans,Aston Villa,MID,5.9,8,0,2.0,1.1,0,0,315,1,4,0,0,0,0,0,0,0,34.2,74.2,29.0,13.8,1.0,0,0.2,1.4,46381,181561,54,14802,-0.1,0.1,0.0,0.0,0.13,0.37,0.5,6.48,4,5,4,12,21,6.0,Calf injury - 50% chance of playing,227,101,57,44,148,90,132,71,3.0,,,,4.0,,0.04,0.0,0.11,0.15,1.85,1.14,98,65,279,137,251,116,181,60,1.14,0.29
Martin Ødegaard,Arsenal,MID,7.9,8,0,2.0,2.0,0,0,164,1,1,0,0,0,0,0,0,0,20.8,32.1,22.0,7.5,0.7,0,0.1,1.0,102431,309334,214,14050,-0.1,0.1,0.0,0.0,0.14,0.35,0.49,1.94,3,2,6,9,17,9.33,Shoulder injury - 50% chance of playing,286,131,149,100,181,106,241,118,3.0,,2.0,,3.0,,0.08,0.0,0.19,0.27,1.06,0.55,17,12,315,159,256,121,130,46,1.65,0.55
Mats Wieffer,Brighton,MID,4.9,8,1,2.7,0.1,0,0,179,0,3,0,0,0,0,1,0,0,47.0,6.0,21.0,7.4,1.0,0,0.2,1.6,3122,4730,69,209,-0.1,0.1,0.0,0.0,0.02,0.05,0.07,1.99,2,13,11,9,33,16.59,,175,71,309,168,183,107,243,120,,,,,,,0.01,0.0,0.03,0.04,1.0,1.51,353,220,267,128,188,81,566,211,1.01,0.0
Ilia Gruev,Leeds,MID,4.9,7,1,1.8,0.0,0,0,193,1,5,0,0,0,0,0,0,0,24.6,8.6,2.0,3.5,1.3,0,0.3,1.4,760,2295,78,127,-0.1,0.1,0.0,0.0,0.0,0.01,0.01,3.64,2,4,6,5,15,6.99,,273,123,290,161,330,174,327,162,2.0,,1.0,,,,0.0,0.0,0.0,0.0,1.7,2.33,358,223,232,106,261,124,596,237,0.93,0.47
Rio Ngumoha,Liverpool,MID,4.5,7,0,3.5,0.6,1,0,4,0,0,0,0,0,0,0,0,0,36.2,11.4,23.0,7.1,1.8,0,0.4,1.6,90928,38078,6910,5255,0.0,0.0,0.0,0.0,0.37,0.1,0.47,0.0,0,0,0,0,0,0.0,,223,99,270,155,176,102,247,124,,,,,,,8.32,0.0,2.25,10.57,0.0,0.0,504,297,206,94,121,49,223,76,0.0,0.0
Joël Veltman,Brighton,DEF,4.4,7,3,2.3,0.2,0,0,270,0,5,0,0,0,0,1,0,0,57.6,19.8,6.0,8.4,1.8,0,0.4,1.6,4771,11966,713,478,-0.1,0.1,0.0,0.0,0.0,0.01,0.01,4.49,3,14,16,11,30,10.0,,145,61,208,61,281,92,219,75,,,,,,,0.0,0.0,0.0,0.0,1.5,1.67,523,120,205,77,208,81,378,138,1.0,0.0
Xavi Xavi,Spurs,MID,7.1,7,1,3.5,3.7,0,1,99,1,0,0,0,0,0,0,0,0,21.6,32.0,25.0,7.9,3.5,0,0.5,1.0,513871,103269,51378,40314,0.1,-0.1,0.1,-0.1,0.28,0.14,0.42,1.02,1,1,0,3,4,3.64,,282,128,151,102,171,99,234,116,,,,,,,0.25,0.0,0.13,0.38,0.93,0.0,32,18,94,35,125,52,93,30,0.91,0.91
Leandro Trossard,Arsenal,MID,6.9,7,2,2.3,0.3,0,1,131,0,1,0,0,0,0,0,0,0,30.2,36.3,25.0,9.2,2.0,0,0.3,1.0,5639,20424,902,771,-0.1,0.1,0.0,0.0,0.21,0.36,0.57,0.99,1,1,2,1,4,2.75,,245,112,133,89,170,98,201,102,,,,,4.0,,0.14,0.0,0.25,0.39,0.68,0.69,42,26,199,89,211,95,322,109,0.69,0.0
Joelinton Cássio Joelinton,Newcastle,MID,5.9,7,0,2.3,0.3,0,0,221,2,2,0,0,0,0,1,0,0,14.2,21.2,21.0,5.7,1.2,0,0.2,1.2,12241,36948,1226,1412,-0.1,0.1,0.0,0.0,0.03,0.33,0.36,0.91,3,4,5,9,18,7.33,,311,144,203,128,188,112,278,141,,,,,,,0.01,0.0,0.13,0.14,0.37,0.81,99,66,256,125,210,94,318,106,1.22,0.81
